id_,created_at,tweetID,tweet,username,id_str,name,entity,commentcount,likes,retweets,quotes,replies,sentiment,bidang,gender,link,imageUrl
1361,March-14,4.44405E+17,"Semoga Allah senantiasa melindungi dan kesuksesan selalu bersama mba Luna,amien",FirmanGrp,1133255526,firman,Mitsubishi,0,NULL,NULL,NULL,0,NULL,NULL,NULL,https://mobile.twitter.com/FirmanGrp,undefined:large
866,June-14,4.81111E+17,Kawasaki Ninja 250 Fi 2013 Akhir (desember) http://olx.co.id/iklan/kawasaki-ninja-250-fi-2013-akhir-desember-58501239.html… via @OLX_Indonesia,asri_ayuk,156891897,Learning By Doing,Daihatsu,0,NULL,NULL,NULL,211,NULL,NULL,NULL,https://twitter.com/asri_ayuk,https://pbs.twimg.com/profile_images/839353038322094082/v9fBz6Ls_200x200.jpg
849,July-14,4.91037E+17,Selamat pagiii,Ugi888,582014851,Ugi Suzuki,Suzuki,0,NULL,NULL,NULL,0,NULL,NULL,NULL,https://twitter.com/Ugi888,https://pbs.twimg.com/profile_images/378800000696260106/e843e8d15bac0eb4b787ffc0b09bf2e2_200x200.jpeg
420,November-15,6.68259E+17,"@kotaindramayu Launching All New INNOVA 24 nov 2015 undangan&promo 081313267777 (WA,LINE) http://toyotaindramayu.com",Syaeful_Toyota,212546550,asep syaefullah,Toyota,0,NULL,NULL,NULL,3,NULL,NULL,NULL,https://twitter.com/syaeful_toyota,https://pbs.twimg.com/profile_images/657944027757608961/jEcjfuDg_200x200.jpg
360,February-16,6.9581E+17,Mobil Bekas: Jual BMW 320i E90 Tahun 2008 http://goo.gl/k22HGQ,jualsewamobil,464001136,mobil bekas,Suzuki,0,NULL,NULL,NULL,1,NULL,NULL,NULL,https://twitter.com/jualsewamobil,undefined:large
1262,May-16,7.267E+17,Mampukah Film Para Youtubers Ini Saingi Civil War dan AADC 2? http://bit.ly/1NLlfBB,WartainCom,4760526727,Wartain,Honda,0,NULL,NULL,NULL,1,NULL,NULL,NULL,https://twitter.com/WartainCom,https://pbs.twimg.com/profile_images/687797815636955136/bWHXG1UJ_200x200.png
1104,September-16,7.7344E+17,Silahkan yang sedang mencari penawaran terbaik untuk mobil HONDA bisa langsung menghubungi.. WA atau tlp.,akhdiyatul,121729830,aein,Honda,0,NULL,NULL,NULL,1,NULL,NULL,NULL,https://twitter.com/akhdiyatul,https://pbs.twimg.com/media/CrvPxgIXgAE9LOC.jpg:large
440,August-17,8.92875E+17,opik tenang bikin nangis tenan edited by saptuari: http://youtu.be/YLZo4yygK-k?a melalui @YouTube,rahmat_priono,1547229594,rahmat priono,Toyota,0,NULL,NULL,NULL,0,NULL,NULL,NULL,https://mobile.twitter.com/rahmat_priono,https://pbs.twimg.com/profile_images/785674942859796481/04qfXuQd_200x200.jpg
631,November-18,1.05857E+18,Nemu ini di ig ??,tayya_aia,7.26764E+17,Aia,Honda,128,NULL,NULL,NULL,128,NULL,NULL,NULL,https://twitter.com/tayya_aia,https://pbs.twimg.com/profile_images/1384877044857671680/c5fdBtCO_200x200.jpg
560,November-18,1.06295E+18,"Disetiap zaman itu selalu saja akan lahir pengkhianat-pengkhianat, hanya orang berjiwa patriot yg bisa membuatnya tak berkutik",Romy_damara,1.04086E+18,Romy,Mitsubishi,1,NULL,NULL,NULL,1,NULL,NULL,NULL,https://twitter.com/Romy_damara,https://pbs.twimg.com/profile_images/1725385933921652736/vXio7jLJ_200x200.jpg
257,December-18,1.06878E+18,"Hidup kadang kayak Angrybird, kalo gagal ada aja babi yang ketawa. #recehkantwitter",FikaKristanti,9.60884E+17,-ordinarygurl-,Daihatsu,7,NULL,NULL,NULL,7,NULL,NULL,NULL,https://twitter.com/FikaKristanti,https://pbs.twimg.com/profile_images/1660881564337836032/19ibzzyb_200x200.jpg
861,January-19,1.08912E+18,Dunia ini memang menakutkan. Apalagi jika hidup tanpa uang. Tapi sungguh akan jauh lebih menakutkan. Jika hidup tanpa iman. #Refleksi,bang_rid,158358269,Rido Galih Alief,Mitsubishi,1,NULL,NULL,NULL,1,NULL,NULL,NULL,https://twitter.com/bang_rid,https://pbs.twimg.com/profile_images/1528699291639762944/RhoTyd0d_200x200.jpg
1946,April-19,1.11674E+18,"kita lebih harus sering buka KBBI. kata “terlanjur” harusnya “telanjur”, kata “terimakasih” harusnya diucapkan, ora meneng wae",PutraNdole,515173889,Jesus of Suburbia,Toyota,1,NULL,NULL,NULL,1,NULL,NULL,NULL,https://twitter.com/PutraNdole,https://pbs.twimg.com/profile_images/1260232545523785728/Tl8hAO8v_200x200.jpg
943,June-19,1.13505E+18,"Juara? Yah, akhirnya 6x trophy liga champion mendarat di Anfield. Incredible, Thanks Mr. Klopp! #WeAreLiverpool #MakeUsDream",IrvanLubis58,90165571,Muhammad Irvan Lubis,Daihatsu,0,NULL,NULL,NULL,1,NULL,NULL,NULL,https://twitter.com/IrvanLubis58,https://pbs.twimg.com/profile_images/1658706902132609024/cDOCYeI8_200x200.jpg
757,June-19,1.14068E+18,"Instead of watching other people live, i want to live.",Janitraprn,34009013,Giovanni Janitra,Honda,0,NULL,NULL,NULL,1818,NULL,NULL,NULL,https://twitter.com/Janitraprn,https://pbs.twimg.com/profile_images/1041242420430614529/sU37xzlS_200x200.jpg
1016,August-19,1.16765E+18,Beda keyakinan true story.,krnwnalmnwr,385891003,Kurniawan?,Mitsubishi,0,NULL,NULL,NULL,245,NULL,NULL,NULL,https://twitter.com/krnwnalmnwr,https://pbs.twimg.com/profile_images/1264357030514405377/WZ3TmU7Q_200x200.jpg
941,September-19,1.17745E+18,kagak bisa move on ?,UlfaAnggraini31,1069481689,ulfah anggraini,Mitsubishi,1,NULL,NULL,NULL,1,NULL,NULL,NULL,https://twitter.com/ulfaanggraini31,https://pbs.twimg.com/profile_images/1697495589888655360/dDqF2OAg_200x200.jpg
1880,December-19,1.2015E+18,"Gk bisa dibawa logis, sekali-kali keluar dari zona logika",rief_ikhsan,2383567814,Arief M. Ikhsan ????,Toyota,0,NULL,NULL,NULL,356,NULL,NULL,NULL,https://twitter.com/rief_ikhsan,https://pbs.twimg.com/profile_images/1524604980363112449/45vkJv6b_200x200.jpg
205,December-19,1.20658E+18,Sujud - mbrebes mili ganok suarane sampe teles kebes tapi gak cendol dawet :'),pusspita4,2284787328,de',Wuling,0,NULL,NULL,NULL,4872,NULL,NULL,NULL,https://twitter.com/pusspita4,https://pbs.twimg.com/profile_images/1278918520567328768/VePPQc0I_200x200.jpg
1709,February-20,1.23335E+18,Menjelajah Gua Jolotundo Gunung Lawu yang keramat,ingridgloria,72762710,Ingrid Gloria,Daihatsu,0,NULL,NULL,NULL,251,NULL,NULL,NULL,https://twitter.com/ingridgloria,https://pbs.twimg.com/profile_images/1034435517561982976/b7UPVDYr_200x200.jpg
1030,August-20,1.29125E+18,Kampas rem Honda termurah sepanjang masa hanya di sini! https://bravomotor.brizy.site,udbravomotor,1.21876E+18,Bravo Motor,Honda,0,NULL,NULL,NULL,0,NULL,NULL,NULL,https://twitter.com/udbravomotor,https://pbs.twimg.com/profile_images/1218756100348006400/FlRr_Uvj_200x200.jpg
833,September-20,1.30553E+18,"@RandomWorldWar. ·. Mar 21. Mulai dari balapan hingga menggulingkan pemerintahan resmi di suatu negara, mobil Toyota dapat melakukan segalanya. Image. Quote. Guts Wannabe (@gnbhsma) on X Chaotic Neutral",gnbhsma,1.04356E+18,Guts Wannabe,Toyota,1,NULL,NULL,NULL,1,NULL,NULL,NULL,https://twitter.com/gnbhsma,https://pbs.twimg.com/profile_images/1463077253848641536/Ow42fX47_200x200.jpg
1079,January-21,1.35098E+18,"Ada dan tidak ada kau di dunia ini, sambel bawang tetaplah sambel bawang.",rhezandk,161848927,Ponakannya Bapak,Honda,0,NULL,NULL,NULL,66,NULL,NULL,NULL,https://twitter.com/rhezandk,https://pbs.twimg.com/profile_images/1311511722595741696/CewAoUkT_200x200.jpg
1085,March-21,1.37726E+18,"@NarasiNewsroom. ·. Jan 1. Duh terus gimana ya mobil Daihatsu dan Toyota di Indonesia? Tonton sampai habis deh coba | Narasi Daily. Embedded video. 1:30. indra (@indrasela) on X Lecturer, Programmer, Researcher of Data Mining and Teknopreneur",indrasela,108170270,indra,Daihatsu,0,NULL,NULL,NULL,180,NULL,NULL,NULL,https://twitter.com/indrasela,https://pbs.twimg.com/profile_images/1193365586/gambar_jasku_200x200.jpg
409,April-21,1.38201E+18,"The best nice projects and comunity, like it ???",VonyRidha,221083831,vony ridha ra,Daihatsu,0,NULL,NULL,NULL,604,NULL,NULL,NULL,https://twitter.com/VonyRidha,https://pbs.twimg.com/profile_images/1677058455029559298/VXDqcOAe_200x200.jpg
1108,May-21,1.38952E+18,"Kita hanya berencana, Allah yg tentukan Jangan pernah ragu untuk merevisi mimpi Hapuslah jika memang perlu dihapus Gantilah dengan mimpi yg baru",putrihptw,1144232340,H 4 NA,Honda,0,NULL,NULL,NULL,1,NULL,NULL,NULL,https://twitter.com/putrihptw,https://pbs.twimg.com/profile_images/1554669088533753858/DU4M-ubj_200x200.jpg
725,June-21,1.39992E+18,?‍☠️?‍☠️?‍☠️?‍☠️?‍☠️?‍☠️,_afrizadjie,1.27227E+18,Sparrow,Mitsubishi,1,NULL,NULL,NULL,1,NULL,NULL,NULL,https://twitter.com/_afrizadjie,https://pbs.twimg.com/profile_images/1633889611410993152/Gyfn4i1-_200x200.jpg
713,June-21,1.40337E+18,Tentu lebih baik telat daripada kaga sama sekali... Silakan print sendiri buat yang mau jadwal piala eropa 2020... Mentahnya unduh dimari ? https://dropbox.com/sh/9ysdnietc61dwer/AADg7ti7lhcz97n...,dekepiks,18340074,Erick Wibowo,Toyota,0,NULL,NULL,NULL,214,NULL,NULL,NULL,https://twitter.com/dekepiks,https://pbs.twimg.com/profile_images/998126637169324032/3BT7xJ9q_200x200.jpg
462,June-21,1.40794E+18,"Memakai account digital banking apakah aman? Teknologi harusnya mendukung dan memudahkan, bukan malah menjadi celah yang merugikan nasabah. @jeniushelp @e100ss https://jenius.com/highlight/detail/k...",ichtus_lewi,65044406,Lewi S. Kristianto,Toyota,14,NULL,NULL,NULL,14,NULL,NULL,NULL,https://twitter.com/ichtus_lewi,https://pbs.twimg.com/media/E4oCaeeVkAQQgFm.jpg:large
1132,September-21,1.43881E+18,"HI everyone just drop my first art on @hicetnunc2000 @AliansiSeniNFT hope you guys like it ""HUNTER"" 6/6 Editions, for 0.5 tez. https://hicetnunc.xyz/objkt/319229 #nftcollectors #nftcollector...",sanisomeah,231347604,oligarchy decay,Mitsubishi,0,NULL,NULL,NULL,478,NULL,NULL,NULL,https://twitter.com/sanisomeah,https://pbs.twimg.com/profile_images/1352037867338383360/qlwp6h-f_200x200.jpg
1184,October-21,1.44467E+18,Never regret a day in your life. Good days bring you happiness and bad days give you experience. Jangan pernah menyesali sehari dalam hidupmu. Hari-hari baik memberimu kebahagiaan dan hari-hari...,nurmahermione,441789844,Nurmayanti,Daihatsu,0,NULL,NULL,NULL,649,NULL,NULL,NULL,https://twitter.com/nurmahermione,https://pbs.twimg.com/profile_images/1624296910503960577/3IZJVWG__200x200.jpg
177,January-22,1.48159E+18,"Hai Agen Moladin. Mau menjual mobil bekas di aplikasi Moladin? Gampang banget, lho! Simak caranya di video ini, ya. #TerusMajuBersamamu #MoApapunMoladin",moladinID,1.48115E+18,Moladin,Suzuki,10,NULL,NULL,NULL,10,NULL,NULL,NULL,https://twitter.com/moladinid,https://pbs.twimg.com/profile_images/1565295764493848576/5VM8x8RV_200x200.jpg
915,June-22,1.53267E+18,pengen menang hape?,tuiterforhepy,1.4076E+18,nyda,Daihatsu,1,NULL,NULL,NULL,1,NULL,NULL,NULL,https://twitter.com/tuiterforhepy?lang=ar,https://pbs.twimg.com/profile_images/1704425370978832384/kKDCzbFq_200x200.jpg
912,June-22,1.53673E+18,"[ 14.06.2022 ] ?? Drop ur usn, i will save and see this after 1-2 years and let's meet again after BTS back as a group?",TiaraAgnesia11,1.27164E+18,jiminluv,Daihatsu,23,NULL,NULL,NULL,23,NULL,NULL,NULL,https://twitter.com/TiaraAgnesia11,https://pbs.twimg.com/profile_images/1512475867863150593/g0lhNmDr_200x200.jpg
1248,June-22,1.53889E+18,Aaa g nyangka bs direspon ceu yufei sampe di posting. Saking gataunya punya fan di luar china kali ya sampe baru on ig skrg lol alhamdulillah klo pesan gue dan gift dari fan lain bikin hatinya...,anonimuse_,143652783,Dinna,Daihatsu,5,NULL,NULL,NULL,5,NULL,NULL,NULL,https://twitter.com/anonimuse_,https://pbs.twimg.com/profile_images/1658463091246657536/97zd13l9_200x200.jpg
191,August-22,1.55512E+18,Mugo mugo kuthone aman.. ora gampang diprovokasi.. kabeh sugih.. kabeh sehat.. #DAERAHISTIMEWAYOGYAKARTA #YOGYAKARTA #SLEMAN #BANTUL #KULONPROGO #GUNUNGKIDUL,PNKZ_SU,74050654,Hamba Allah,Toyota,0,NULL,NULL,NULL,2736,NULL,NULL,NULL,https://twitter.com/PNKZ_SU,https://pbs.twimg.com/profile_images/1120289077075398657/tG7pb6j5_200x200.jpg
1076,October-22,1.5831E+18,STADION MADYA GBK !!! venue additional show Be The Sun in Jakarta a thread,mysunday95,1.15313E+18,? isti ? Morning Angel ???,Daihatsu,119,NULL,NULL,NULL,119,NULL,NULL,NULL,https://twitter.com/mysunday95,https://pbs.twimg.com/profile_images/1681716536850145280/zoHwjjPK_200x200.jpg
1140,October-22,1.58474E+18,"Bagaimana cara menghapus culture senioritas dalam perusahaan ? hirarki saja sudah cukup menjaga jarak,apalagi ditambah culture senioritas. bukankah lebih baik diganti dengan asas kekeluargaan...",_adityakr,2409484368,Aditya K Ramadhani,Mitsubishi,0,NULL,NULL,NULL,22,NULL,NULL,NULL,https://twitter.com/_adityakr,https://pbs.twimg.com/profile_images/916642851756302336/kSUgzF-d_200x200.jpg
916,October-22,1.58591E+18,PROOF JASTIP ONLY BY @badmintondump !! 🫶?🫶?,badmintondump,1.45879E+18,oya | jastip smtown,Daihatsu,2,NULL,NULL,NULL,2,NULL,NULL,NULL,https://twitter.com/badmintondump,https://pbs.twimg.com/profile_images/1609858188421234689/zvHRzsyD_200x200.jpg
174,November-22,1.5901E+18,"I hate it when a bad memory comes rushing and circling inside my head. It ruins my mood for a good few days??. I miss you, Mochi kitty. I can’t apologize enough for my failure in helping...",victorias_girl,190197215,Vini Holmboe,Daihatsu,0,NULL,NULL,NULL,17,NULL,NULL,NULL,https://twitter.com/victorias_girl,https://pbs.twimg.com/profile_images/1218604917/4_200x200.jpg
1017,November-22,1.5964E+18,"Saya lahir di zaman Romo Soeharto, Tumbuh di zaman Sang Kinasih Habibie, Berkembang di zaman Sang Wali—Gus Dur, Mengerti di zaman emak Megawati, Mulai dewasa di zaman bapak SBY, dan akhirnya...",aleveiro,1245388093,Warga Negara NUTOPIA,Mitsubishi,103,NULL,NULL,NULL,103,NULL,NULL,NULL,https://twitter.com/aleveiro,https://pbs.twimg.com/profile_images/1787623724658913281/tgF2_kYS_200x200.jpg
2,January-23,1.6095E+18,Shin Tae-yong selaku pelatih kepala Timnas Indonesia didampingi Ricky Kambuaya mengikuti Pre Match Press Conference jelang laga kontra Filipina dalam gelaran Piala AFF 2022 pada Minggu (1/1)...,PSSI,2363027508,PSSI,Mitsubishi,31,1837302,159,24686,31,NULL,NULL,NULL,https://twitter.com/PSSI/status/1609504712012795907,https://pbs.twimg.com/media/FlYVvBCaUAA-LHy.jpg:large
175,January-23,1.60951E+18,"3. Reply jawaban kalian sekreatif mungkin yang banyak & sertakan hastag #SeriusGiveaway Jangan sampai ngga ikutan ya, Sahabat! ?Translate post",DaihatsuInd,86864472,Daihatsu Indonesia,Daihatsu,6,235447,10947,52971,6,NULL,NULL,NULL,https://twitter.com/DaihatsuInd/status/1609508912973373441,https://pbs.twimg.com/profile_images/1447891799842779143/9fHut2AP_200x200.jpg
1,January-23,1.60955E+18,"Hallo, sobat Nedutase Lepas Sambut Kepala SMK Negeri 2 Kota Tangerang Selatan Terima kasih Ibu Hj. Dwi Novi Hardani S.Pd Dan selamat datang Bpk. Akhmad Basuni, S.Pd.I, MA.Pd",TangselSmkn2,1.41479E+18,SMKN2Tangsel,Daihatsu,0,NULL,NULL,NULL,1,NULL,NULL,NULL,https://twitter.com/TangselSmkn2,https://pbs.twimg.com/profile_images/1559749709559803904/Npa1oTm1_200x200.jpg
3,January-23,1.60985E+18,SUZUKI XL 7 Jawabannya! Tampilan eksterior Suzuki XL7 tampil lebih gagah. Grill hadir dengan tambahan nuansa chrome membuatnya lebih mewah. Desain bumper dan foglamp kini terlihat menonjolkan...,GampongSuzuki,971377286,Gampong Suzuki,Suzuki,0,140,72,1510,0,NULL,NULL,NULL,https://twitter.com/GampongSuzuki/status/1609847465347543042,https://pbs.twimg.com/media/FldTuxJakAQTrqR.jpg:large
176,January-23,1.61006E+18,Bintang Baru Keluarga Siap Menemani! https://instagram.com/reel/Cm7mRPKqgnz/?igshid=YmMyMTA2M2Y=… #PTHMI #HyundaiID #HyundaiLovers #HyundaiStargazerTranslate post,hyundaimobil,160138881,Hyundai Indonesia,Hyundai,0,12634,95,7002,0,NULL,NULL,NULL,https://mobile.twitter.com/hyundaimobil/status/1610062086163529728,https://pbs.twimg.com/profile_images/1705118065179164673/GubCsBrE_200x200.jpg
7,January-23,1.61009E+18,"Hari Perlawanan 5 | Selasa, 3 Januari 2023 Kumpulan B • Piala Mitsubishi Electric AFF 2022 ⚽️ MALAYSIA ?? ?️ ?? SINGAPURA ? 8.30 malam ini ? Stadium Nasional, Bukit...",FAM_Malaysia,3191632944,FA Malaysia,Mitsubishi,9,183527,63,18353,9,NULL,NULL,NULL,https://twitter.com/FAM_Malaysia/status/1610093388287864833,https://pbs.twimg.com/media/FlgzZqOacAEWoxj.jpg:large
5,January-23,1.6101E+18,DIJUAL BMW E30 318i Mesin M10 Plat R Pajak On Bodi mulus ( selesai restorasi ) Mesin sehat kering Lantai tidak keropos ( selesai restorasi ) Minus : Jok sobek Kancing laci dasboard lepas Lokasi...,HoldenKlasik,1391235014,Suka Mobil Tua,BMW,1,154655,402,96590,1,NULL,NULL,NULL,https://twitter.com/HoldenKlasik/status/1610100893583806465,https://pbs.twimg.com/media/Flg6NOsaUAAS5FA.jpg:large
4,January-23,1.61017E+18,Baru saja mengirim foto @ TOYOTA PERINTIS GATSU MEDANTranslate post,toyotamedan_id,732457105,Toyota Medan 082167506001,Toyota,0,642,1,757,0,NULL,NULL,NULL,https://twitter.com/toyotamedan_id/status/1610174074210160641,https://pbs.twimg.com/profile_images/1470988601471094785/rpGHWr8R_200x200.jpg
6,January-23,1.61029E+18,"Semifinal AFF Mitsubishi Electric Cup 2022 Timnas Indonesia akan menghadapi Vietnam, Indonesia menjadi tuan rumah terlebih dahulu. Duel Shin Tae Yong vs Park Hang Seo akan kembali tersaji ??...",Liga1Match23,1.43265E+18,BRI Liga 1 2023/24,Mitsubishi,6,7627,30,5000,6,NULL,NULL,NULL,https://twitter.com/Liga1Match23/status/1610286080556937216,https://pbs.twimg.com/media/FljipyWaYAIbj0g.jpg:large
9,January-23,1.61046E+18,"? Pasukan kebangsaan ?? akan bertemu Thailand ?? pada aksi timbal balik peringkat separuh akhir Piala Mitsubishi Electric AFF 2022! Selamat berjuang, Harimau Malaya! ? #AFFMitsubi...",MFL_MY,3247390147,Malaysian Football League,Mitsubishi,3,126569,44,36718,3,NULL,NULL,NULL,https://twitter.com/MFL_MY/status/1610456002306113539,https://pbs.twimg.com/media/Fll8LbBaAAAvVQ5.jpg:large
8,January-23,1.61049E+18,"Terima kasih kepada 65,147 orang penyokong yang hadir menyaksikan aksi terakhir Kumpulan B, Piala Mitsubishi Electric AFF 2022, Malaysia lwn Singapura di Stadium Nasional, Bukit Jalil, malam...",FAM_Malaysia,3191632944,FA Malaysia,Mitsubishi,17,183618,63,18371,17,NULL,NULL,NULL,https://twitter.com/FAM_Malaysia/status/1610485597495529475,https://pbs.twimg.com/media/FlmYFgzacAAl9Yt.jpg:large
182,January-23,1.61054E+18,Wuling Formo Max punya bak belakang yang tampak cukup besar dan mungkin akan menjadi yang terbesar di segmennya.Translate post,sutoyobudi2,1.27876E+18,sutoyobudi,Wuling,5,73,123,1934,5,NULL,NULL,NULL,https://mobile.twitter.com/sutoyobudi2/status/1610535351097126914,https://pbs.twimg.com/profile_images/1527212456254115840/otKgHkdV_200x200.jpg
178,January-23,1.6106E+18,"Baru minggu pertama di tahun yang baru, jadi harus semangat Toyota Friends! Biar tetap semangat kalian biasanya ngapain? Yuk jawab dengan reply tweet ini! #ToyotaAfterHoursTranslate post",ToyotaID,64310527,Toyota Indonesia,Toyota,2,182703,18842,50754,2,NULL,NULL,NULL,https://mobile.twitter.com/ToyotaID/status/1610599421380550656,https://pbs.twimg.com/profile_images/1558677773090439168/G0L9IPeC_200x200.jpg
179,January-23,1.6106E+18,"Padahal itu mobil Daihatsu masih baru. Setelah upgrade dari produk Daihatsu yang lama. Sebenarnya saya sangat mencintai Produk nya. Tapi mau gimana, Produk lain lebih menggoda . Maaf ya @DaihatsuIn...",TirzaAdelia,1533433561,Tirza Adelia,Daihatsu,1,246,266,938,1,NULL,NULL,NULL,https://twitter.com/TirzaAdelia/status/1610601274462056452,https://pbs.twimg.com/profile_images/1580565183155830786/p2Ivy3sM_200x200.jpg
181,January-23,1.61066E+18,Laptop MSI Titan GT77 telah disertifikasi sebagai VESA DisplayHDR 1000 dan menjamin pengalaman HDR yang imersif dalam game ataupun streaming. https://sinarharapan.id/blog/2023/01/msi-titan-gt77-ber...,SinarHarapanID,9.53663E+17,SinarHarapanID,Suzuki,0,NULL,NULL,NULL,0,NULL,NULL,NULL,https://twitter.com/sinarharapanid,undefined:large
180,January-23,1.61078E+18,"Fitur Find My Car adalah fitur yang memungkinkan Anda untuk mengetahui posisi mobil dan sangat berguna pada beberapa situasi, misalnya kelupaan posisi parkir, atau ketika mobil dipinjam oleh...",hyundaimobil,160138881,Hyundai Indonesia,Hyundai,1,12610,95,6997,1,NULL,NULL,NULL,https://mobile.twitter.com/hyundaimobil/status/1610778111125385218,https://pbs.twimg.com/profile_images/1705118065179164673/GubCsBrE_200x200.jpg
184,January-23,1.6108E+18,Mobil Hyundai IONIQ 6 tampak di kawasan Pelabuhan Tanjung Priok. #kumparanOTOTranslate post,kumparan,7.59693E+17,kumparan,Hyundai,0,1079310,3,1076449,0,NULL,NULL,NULL,https://twitter.com/kumparan/status/1610801769168384000,https://pbs.twimg.com/profile_images/1777904276129624064/YWurU1PS_200x200.jpg
186,January-23,1.61081E+18,"Tadi liat mobil wuling keluar kantor lucu warnanya pink.. Kek nya mobil listrik, mini, lucu warnanya body nya??Translate post",wdwidiya,185082693,wd,Wuling,0,889,353,107719,0,NULL,NULL,NULL,https://mobile.twitter.com/wdwidiya/status/1610806763611381762,https://pbs.twimg.com/profile_images/1715730304055517184/3HbCXvBF_200x200.jpg
11,January-23,1.61086E+18,Evergreen bagi 52 bulan bonus. Hyundai Oilbank bagi 120 bulan bonus. Korang berapa bulan bonus dapat? Aku air soya bonus pun tak dapat. bercukur la.Translate post,ZZulfikli,157595197,ZaYeD ZulFikLi,Hyundai,10,19559,181,5819,10,NULL,NULL,NULL,https://twitter.com/ZZulfikli/status/1610864657274925057,https://pbs.twimg.com/media/Flrw3EhagAEp-7z.jpg:large
183,January-23,1.61087E+18,"Info Kehilangan : Ibu Rina Kehilangan Mobil Toyota Avanza type G 1300 CC, warna Abu-abu, Nopol B1715-WZG. Disewa oleh seseorang sejak 4 Des s/d 9 Des 2022, dan hingga kini mobil tdk dikembalikan....",RadioElshinta,121640063,Radio Elshinta,Toyota,5,3695008,11,1477369,5,NULL,NULL,NULL,https://twitter.com/RadioElshinta/status/1610870407804125185,https://pbs.twimg.com/media/Flr2FtwaUAAL-wE.jpg:large
185,January-23,1.61096E+18,Mobil Suzuki Ertiga AG 1692 CL warna coklat melintas di KM 14.400 Tol Waru-Gunungsari tiba-tiba berhenti mendadak di bahu jalan. Rupanya pengemudi meninggal. via @detik_jatimTranslate post,detikcom,69183155,detikcom,Suzuki,3,21707314,41,2320989,3,NULL,NULL,NULL,https://twitter.com/detikcom/status/1610961341543587840,https://pbs.twimg.com/profile_images/1683699442195779585/RiZF3LYN_200x200.jpg
10,January-23,1.61103E+18,For Sale Toyota Crown Lele... Custom 2 pintu.. Kondisi rapi mulus... SS komplit... Mesin lari Interior top.. Penasaran bisa langsung di WhatsApp aja info lengkap dan harga : 082213701648Translate post,HoldenKlasik,1391235014,Suka Mobil Tua,Toyota,1,154264,403,96531,1,NULL,NULL,NULL,https://twitter.com/HoldenKlasik/status/1611032872881881089,https://pbs.twimg.com/media/FluJ2FiakAAdvjm.jpg:large
187,January-23,1.61118E+18,Sepupu saya kecelakaan ditabrak lari oleh mobil honda crv putih dijalan dewi sartika jaktim hari selasa jam 20.35 wib hingga meninggal dunia. Menurut saksi (@) on X Cek tanda tanda tubuh kita asam,pa_eko3079,1.14708E+18,mase,Honda,NULL,NULL,NULL,NULL,83,NULL,NULL,NULL,https://twitter.com/pa_eko3079,https://pbs.twimg.com/media/Flv3iX6aMAAck-1.png:large
12,January-23,1.61143E+18,CAP BAGASI ERTIGA 2019 BERANGKAT KE BENGKEL MOBIL DI KOTA GRESIK JAWA TIMUR https://youtu.be/VKtl6RlsMcQ lewat @YouTubeTranslate post,bayu_motor,1318903056,Bayu hutama motor,Suzuki,0,160,365,227,0,NULL,NULL,NULL,https://twitter.com/bayu_motor/status/1611431074130980864,https://pbs.twimg.com/profile_images/3457600321/45a93235edf6a3c86623133990410a6d_200x200.jpeg
19,January-23,1.61154E+18,"Operasi Stesen LRT Bukit Jalil akan dilanjutkan sehingga jam 12.30 tengah malam pada 7 Januari 2023 sempena Perlawanan Bola Sepak Piala Mitsubishi Electric AFF 2022, Malaysia menentang Thailand...",StadiumMalaysia,273217622,Stadium.Malaysia ?️??,Mitsubishi,5,4130,603,3210,5,NULL,NULL,NULL,https://twitter.com/StadiumMalaysia/status/1611542917856006146,https://pbs.twimg.com/media/Fl1ZvTbacAAFNG8.jpg:large
17,January-23,1.61154E+18,"Hari Perlawanan | Sabtu, 7 Januari 2023 Separuh Akhir 1 • Piala Mitsubishi Electric AFF 2022 ⚽️ MALAYSIA ?? ?️ ?? THAILAND ? 8.30 malam ini ? Stadium Nasional,...",FAM_Malaysia,3191632944,FA Malaysia,Mitsubishi,13,183766,63,18408,13,NULL,NULL,NULL,https://twitter.com/FAM_Malaysia/status/1611543527028297729,https://pbs.twimg.com/media/Fl1aS4FagAAxHGK.jpg:large
188,January-23,1.6116E+18,Yang mau cari mobil all new Honda lok. Karawang/purwakarta bisa hubungi WA yaaa Promo Awal Tahun dan diskon puluhan juta Hubungi : https://wa.me/628983978462 #Rp1 #BRImo #georginanjenga #BLACKPINK_...,kikifatmawatii,2592296407,Kiki Fatmawati,Honda,0,NULL,NULL,NULL,386,NULL,NULL,NULL,https://twitter.com/kikifatmawatii,https://pbs.twimg.com/profile_images/1132595793368473601/pIeGG1ua_200x200.jpg
14,January-23,1.6116E+18,Civic Genio 1993 1.6CC Surat lengkap Plat 2026 Matic responsif Cat siram Okt 2021 Kaki2 baru d/b Bushing semua baru Oct 22 Ban baru Sept 22 Knalpot racing HKS AC dingin evaporator baru satu...,HoldenKlasik,1391235014,Suka Mobil Tua,Honda,158,154076,403,96549,158,NULL,NULL,NULL,https://twitter.com/HoldenKlasik/status/1611598580086878209,https://pbs.twimg.com/media/Fl2MTIxacAAX3Ff.jpg:large
